"","longitude","latitude","Bio_1_2006_2016_average","Bio_5_2006_2016_average","Bio_6_2006_2016_average","Bio_11_2006_2016_average","Bio_13_2006_2016_average","Hyde_Year_2005"
"8245",-52.23587,66.982132,-4.76893949508667,10.9000005722046,-20.8636360168457,-15.6121215820312,106.481819152832,0
"9420",-77.1529,35.080113,16.3575763702393,31.8727264404297,-0.027272729203105,7.27272748947144,213.036361694336,0.239970983676138
"6681",-158.535667,56.309167,2.41666674613953,14.6909093856812,-10.8454551696777,-4.68939399719238,142.536361694336,0.00301169877401648
"6635",-78.95,43.95,8.11666679382324,27.2727279663086,-11.4181823730469,-4.39393949508667,127.181816101074,0.243882508609788
"7101",-71.507164,42.139188,9.55378818511963,28.1272735595703,-8.60909080505371,-2.05454540252686,192.19091796875,0.0173338867017407
"2887",-161.755578,60.792198,-0.609090924263,17.6363639831543,-20.1090908050537,-12.9727277755737,108.227272033691,0.0286192751914568
"4611",-110.028152,44.740947,2.55946969985962,24.1272735595703,-14.4363641738892,-7.02121210098267,78.8181838989258,0.0859578306819423
"2557",-72.501928,43.807697,5.71856069564819,26.0363636016846,-15.6818189620972,-7.01818180084229,170.227279663086,0.147901336393893
"5484",-90.561768,38.52671,13.2541666030884,32.0272750854492,-6.39090919494629,1.11060607433319,178.69091796875,0.626716761295838
"2615",-92.446652,38.946009,12.8719701766968,31.7818183898926,-6.64545440673828,0.728787899017334,213.945449829102,0.699446237126922
"3679",-122.596457,37.949172,13.9992427825928,25.7909088134766,3.99090909957886,10.0166664123535,377.372741699219,0.0537449003584269
"4815",-71.700365,41.53046,10.274242401123,27.7090911865234,-7.08181810379028,-0.712121248245239,185.618179321289,0.0464802102649661
"3671",-94.345917,40.034989,10.7056818008423,30.745454788208,-10.7636365890503,-2.60909104347229,176.009094238281,0.985425800984722
